
 -  09:18:22.000 - 	INFO:	  Maze sizes set --X:50, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:10-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:11-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:11-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:12-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:12-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:13-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:13-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:14-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:14-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:15-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:15-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:16-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:16-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:17-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:17-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:18-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:18-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:19-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:19-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:6, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:6, Y:20-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:0-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:0-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:1-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:1-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:2-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:2-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:3-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:3-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:4-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:4-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:5-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:5-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:6-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:6-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:7-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:7-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:8-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:8-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:9-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:9-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:10-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:10-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:11-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:11-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:12-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:12-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:13-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:13-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:14-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:14-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:15-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:15-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:16-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:16-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:17-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:17-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:18-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:18-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:19-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:19-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:7, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:7, Y:20-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:0-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:0-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:1-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:1-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:2-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:2-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:3-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:3-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:4-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:4-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:5-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:5-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:6-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:6-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:7-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:7-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:8-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:8-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:9-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:9-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:10-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:10-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:11-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:11-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:12-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:12-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:13-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:13-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:14-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:14-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:15-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:15-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:16-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:16-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:17-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:17-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:18-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:18-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:19-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:19-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:8, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:8, Y:20-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:0-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:0-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:1-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:1-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:2-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:2-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:3-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:3-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:4-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:4-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:5-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:5-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:6-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:6-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:7-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:7-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:8-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:8-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:9-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:9-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:10-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:10-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:11-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:11-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:12-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:12-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:13-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:13-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:14-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:14-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:15-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:15-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:16-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:16-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:17-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:17-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:18-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:18-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:19-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:19-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:9, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:9, Y:20-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:0-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:0-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:1-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:1-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:2-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:2-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:3-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:3-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:4-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:4-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:5-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:5-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:6-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:6-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:7-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:7-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:8-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:8-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:9-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:9-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:10-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:10-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:11-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:11-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:12-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:12-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:13-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:13-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:14-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:14-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:15-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:15-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:16-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:16-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:17-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:17-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:18-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:18-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:19-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:19-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:10, Y:20-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:10, Y:20-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:0-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:0-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:1-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:1-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:2-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:2-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:3-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:3-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:4-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:4-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:5-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:5-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:6-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:6-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:7-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:7-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:8-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:8-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:9-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:9-- 
 -  09:18:22.031 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:10-- 
 -  09:18:22.031 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:10-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:11-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:11-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:12-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:12-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:13-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:13-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:14-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:14-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:15-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:15-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:16-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:16-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:17-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:17-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:18-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:18-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:19-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:19-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:11, Y:20-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:11, Y:20-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:0-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:0-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:1-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:1-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:2-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:2-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:3-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:3-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:4-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:4-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:5-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:5-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:6-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:6-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:7-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:7-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:8-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:8-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:9-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:9-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:10-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:10-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:11-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:11-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:12-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:12-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:13-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:13-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:14-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:14-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:15-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:15-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:16-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:16-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:17-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:17-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:18-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:18-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:19-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:19-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:12, Y:20-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:12, Y:20-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:13, Y:0-- 
 -  09:18:22.046 - 	DEBUG3:		    Cartographer:	 Cell being REGISTERED @  --X:13, Y:0-- 
 -  09:18:22.046 - 	DEBUG4:		      Initialization Loop:  --X:13, Y:1-- 
